disease,scenario,replication,cumulative_attack_rate,peak_incidence,peak_timing,epidemic_duration,hospital_days,total_infections,R_eff_final
dengue,patient_ai,60,0.9933,2279.180343545143,28.0,85.25,7675.004082899255,9933.0,0.0201
dengue,patient_ai,61,0.9944,2413.941362247145,26.5,87.75,7702.840922051627,9944.0,0.0168
dengue,patient_ai,62,0.994,2336.565422565077,28.0,100.25,7747.505453746529,9940.0,0.018
dengue,patient_ai,63,0.9937,2302.467617842122,29.25,91.0,7737.321183698741,9937.0,0.0189
dengue,patient_ai,64,0.9939,2343.76450968315,28.25,86.25,7744.079951808202,9939.0,0.0183
dengue,patient_ai,65,0.9933,2238.776327224914,29.5,93.0,7681.717161906914,9933.0,0.0201
dengue,patient_ai,66,0.9942,2367.6403724402417,27.0,89.0,7747.253589806777,9942.0,0.0174
dengue,patient_ai,67,0.9938,2312.693082554183,27.75,89.25,7695.189057806383,9938.0,0.0186
dengue,patient_ai,68,0.9942,2386.633207538538,27.75,87.25,7674.020371796619,9942.0,0.0174
dengue,patient_ai,69,0.9938,2341.149906955547,28.25,93.25,7733.287479228004,9938.0,0.0186
dengue,patient_ai,70,0.9942,2385.635021773734,27.5,86.25,7689.138405869536,9942.0,0.0174
dengue,patient_ai,71,0.9939,2349.5930912196864,27.75,88.5,7701.6598887780665,9939.0,0.0183
